,pm2d5(μg/m3),pm10(μg/m3),co(mg/m3),so2(μg/m3),no2(μg/m3),o3(μg/m3),voc(ppm),温度(℃),湿度(%),风向,风速(10m/s)
2025/2/13 3:13,34,39,1.13,11.8,78.9,34.8,0.341,24.5,37.5,,
2025/2/13 3:13,35,40,1.11,11.7,82.4,33.6,0.341,24.5,37.5,,
2025/2/13 3:13,35,39,1.1,11.7,88,28.3,0.341,24.5,37.5,,
2025/2/13 3:13,36,40,1.04,11.2,83.1,31.8,0.341,24.5,37.5,,
2025/2/13 3:13,36,40,1.03,10.9,81.9,30.3,0.341,24.5,37.5,,
2025/2/13 3:13,35,40,1.08,11.3,76.6,35.7,0.341,24.5,37.5,,
2025/2/13 3:13,35,40,1.12,11.8,75.5,37.9,0.341,24.5,37.5,,
2025/2/13 3:13,35,40,1.16,12.3,78.2,37.4,0.341,24.5,37.5,,
2025/2/13 3:14,33.95,38.15,1.124,11.849999999999998,82.76500000000001,28.910000000000004,0.33935000000000015,24.515000000000004,37.495,,
2025/2/13 3:14,35,40,1.16,12.4,79.5,38.8,0.341,24.5,37.5,,
2025/2/13 3:14,34,38,1.1,11.6,76.3,35.6,0.341,24.5,37.5,,
2025/2/13 3:14,32,35,1.13,11.9,82.4,34.4,0.332,24.5,37.5,,
2025/2/13 3:14,33,36,1.13,12,84.5,28.5,0.338,24.5,37.5,,
2025/2/13 3:14,33,36,1.15,12,76.4,32.2,0.341,24.5,37.5,,
2025/2/13 3:14,32,36,1.12,11.7,73.3,36.3,0.335,24.5,37.5,,
2025/2/13 3:14,33,37,1.08,11.6,83.8,27.2,0.335,24.5,37.5,,
2025/2/13 3:14,35,38,1.08,11.8,81.9,28.7,0.341,24.5,37.5,,
2025/2/13 3:14,35,40,1.1,11.7,90.5,22.3,0.341,24.5,37.5,,
2025/2/13 3:14,35,40,1.12,11.8,92.9,22.2,0.341,24.5,37.4,,
2025/2/13 3:14,35,39,1.16,12.1,85,28.1,0.341,24.5,37.5,,
2025/2/13 3:14,34,37,1.16,11.8,79.6,26.8,0.332,24.6,37.5,,
2025/2/13 3:14,33,36,1.13,11.7,80.6,29.2,0.341,24.5,37.5,,
2025/2/13 3:14,33,38,1.16,12.1,88.9,21.1,0.341,24.5,37.5,,
2025/2/13 3:14,34,39,1.12,12,76.1,35.4,0.341,24.5,37.5,,
2025/2/13 3:14,33,38,1.12,11.9,84.5,26.9,0.341,24.6,37.5,,
2025/2/13 3:14,33,37,1.11,11.7,83.7,26.6,0.341,24.5,37.5,,
2025/2/13 3:14,35,40,1.11,11.7,78.7,32.2,0.341,24.6,37.5,,
2025/2/13 3:14,36,41,1.12,11.7,88.3,22.6,0.341,24.5,37.5,,
2025/2/13 3:14,36,42,1.12,11.8,88.4,23.1,0.341,24.5,37.5,,
2025/2/13 3:15,34.1,38.4,1.1280000000000001,11.985000000000001,82.215,32.120000000000005,0.3393500000000001,24.56500000000001,37.40499999999999,,
2025/2/13 3:15,37,45,1.16,12.1,82.5,30,0.341,24.5,37.4,,
2025/2/13 3:15,37,45,1.16,12,77.8,32.4,0.341,24.6,37.5,,
2025/2/13 3:15,36,43,1.16,12,81.8,32.9,0.341,24.6,37.4,,
2025/2/13 3:15,35,41,1.07,11.8,88.2,25,0.341,24.5,37.4,,
2025/2/13 3:15,35,40,1.11,12.1,83,32.5,0.335,24.5,37.4,,
2025/2/13 3:15,34,39,1.09,11.9,90.8,28,0.332,24.6,37.4,,
2025/2/13 3:15,35,39,1.15,11.9,86.8,26.4,0.332,24.6,37.4,,
2025/2/13 3:15,34,39,1.15,12,84.7,30.9,0.335,24.5,37.4,,
2025/2/13 3:15,34,38,1.13,11.8,78.6,37.1,0.341,24.6,37.4,,
2025/2/13 3:15,33,36,1.1,11.5,89.8,26.8,0.341,24.6,37.4,,
2025/2/13 3:15,33,35,1.07,11.5,92.3,26.5,0.341,24.5,37.4,,
2025/2/13 3:15,32,35,1.13,12,83.3,33.5,0.341,24.6,37.4,,
2025/2/13 3:15,33,36,1.16,12.1,79.9,32.7,0.341,24.6,37.4,,
2025/2/13 3:15,33,37,1.07,12,77.9,39,0.341,24.6,37.4,,
2025/2/13 3:15,34,38,1.19,12.4,74.9,36,0.341,24.6,37.4,,
2025/2/13 3:15,35,38,1.19,12.5,74.5,36,0.341,24.5,37.4,,
2025/2/13 3:15,34,37,1.13,12,79.4,35.3,0.341,24.6,37.4,,
2025/2/13 3:15,33,36,1.12,12,77.5,40.7,0.341,24.5,37.4,,
2025/2/13 3:15,32,35,1.11,12,79.5,32,0.341,24.6,37.4,,
2025/2/13 3:15,33,36,1.11,12.1,81.1,28.7,0.338,24.6,37.4,,
2025/2/13 3:16,33.7,38.55,1.117,11.794999999999998,83.23999999999998,30.659999999999997,0.3389000000000001,24.575000000000006,37.39999999999999,,
2025/2/13 3:16,33,36,1.16,12.3,91.3,21.2,0.335,24.6,37.4,,
2025/2/13 3:16,33,37,1.1,11.7,89.4,22.1,0.341,24.6,37.4,,
2025/2/13 3:16,33,36,1.13,11.7,82.7,29.9,0.341,24.5,37.4,,
2025/2/13 3:16,33,36,1.13,11.7,92.9,27.9,0.341,24.6,37.4,,
2025/2/13 3:16,33,37,1.07,11.4,85,31.1,0.341,24.6,37.4,,
2025/2/13 3:16,32,36,1.13,11.8,77,38.7,0.341,24.6,37.4,,
2025/2/13 3:16,35,38,1.11,11.6,80.5,28.8,0.341,24.6,37.4,,
2025/2/13 3:16,35,41,1.14,12,77.9,34,0.341,24.6,37.4,,
2025/2/13 3:16,35,43,1.18,12.4,74,36.2,0.338,24.5,37.4,,
2025/2/13 3:16,36,45,1.16,12.3,82.9,28.8,0.335,24.6,37.4,,
2025/2/13 3:16,35,43,1.1,11.7,84.5,32.8,0.338,24.6,37.4,,
2025/2/13 3:16,34,41,1.13,11.8,83.9,34.2,0.332,24.5,37.4,,
2025/2/13 3:16,34,40,1.19,12.4,87.4,26.1,0.341,24.5,37.4,,
2025/2/13 3:16,35,41,1.16,12.2,86.4,24.5,0.341,24.6,37.4,,
2025/2/13 3:16,34,38,1.04,11.2,84.1,30.5,0.341,24.5,37.4,,
2025/2/13 3:16,35,39,1.16,11.7,90.1,24.9,0.332,24.6,37.4,,
2025/2/13 3:16,33,37,1.12,11.9,75.8,37.7,0.338,24.6,37.4,,
2025/2/13 3:16,32,36,1.08,11.6,83.8,35.1,0.341,24.6,37.4,,
2025/2/13 3:16,32,36,1.03,11.4,78.2,34.8,0.341,24.6,37.4,,
2025/2/13 3:16,32,35,1.02,11.1,77,33.9,0.338,24.6,37.4,,
2025/2/13 3:17,33.45,38.65,1.1039999999999996,11.780000000000003,83.095,31.064999999999998,0.33920000000000006,24.59500000000001,37.37999999999998,,
2025/2/13 3:17,31,35,1.08,11.7,81.6,35.2,0.332,24.6,37.4,,
2025/2/13 3:17,32,37,1.14,12.1,83.5,32.9,0.335,24.6,37.4,,
2025/2/13 3:17,33,37,1.08,11.5,81.6,30.8,0.341,24.6,37.4,,
2025/2/13 3:17,33,38,1.04,11.5,79.6,33.1,0.341,24.6,37.4,,
2025/2/13 3:17,33,38,1.19,12.4,83,24.1,0.341,24.6,37.4,,
2025/2/13 3:17,33,38,1.13,11.8,86.3,26.1,0.341,24.6,37.4,,
2025/2/13 3:17,32,37,1.1,11.9,88,27.5,0.335,24.6,37.4,,
2025/2/13 3:17,32,36,1.14,12.1,81,33.6,0.338,24.6,37.4,,
2025/2/13 3:17,31,37,1.12,11.8,74.3,41.7,0.335,24.6,37.4,,
2025/2/13 3:17,34,38,1.14,12,82.4,34.8,0.335,24.5,37.4,,
2025/2/13 3:17,35,42,1.15,12.2,86,32.7,0.341,24.6,37.4,,
2025/2/13 3:17,36,44,1.12,11.8,85.8,29.8,0.341,24.6,37.4,,
2025/2/13 3:17,36,44,1.1,11.6,80.1,32.5,0.341,24.6,37.4,,
2025/2/13 3:17,35,42,1.1,11.8,77.4,36.8,0.341,24.6,37.4,,
2025/2/13 3:17,35,41,1.13,11.8,80,32.4,0.341,24.6,37.3,,
2025/2/13 3:17,35,40,1.04,11.3,85.4,28,0.341,24.6,37.4,,
2025/2/13 3:17,34,39,1.07,11.6,87.7,26.2,0.341,24.6,37.4,,
2025/2/13 3:17,34,38,1.09,11.8,86.8,22.8,0.341,24.6,37.3,,
2025/2/13 3:17,33,37,1.06,11.5,85.3,32.8,0.341,24.6,37.3,,
2025/2/13 3:17,32,35,1.06,11.4,86.1,27.5,0.341,24.6,37.3,,
2025/2/13 3:18,33.65,37.9,1.124,11.86,82.83500000000001,31.110000000000003,0.3389000000000001,24.580000000000005,37.32499999999999,,
2025/2/13 3:18,32,34,1.1,11.7,83,27.5,0.341,24.6,37.3,,
2025/2/13 3:18,33,35,1.16,12.1,90,26.1,0.341,24.6,37.4,,
2025/2/13 3:18,32,34,1.15,11.9,90.4,25.5,0.341,24.6,37.4,,
2025/2/13 3:18,33,35,1.13,11.8,82.6,28.6,0.341,24.6,37.3,,
2025/2/13 3:18,32,35,1.16,12.1,75.7,37.6,0.332,24.5,37.3,,
2025/2/13 3:18,34,38,1.13,12.1,81.9,36.8,0.332,24.6,37.3,,
2025/2/13 3:18,34,38,1.1,11.6,72.8,46.4,0.338,24.6,37.3,,
2025/2/13 3:18,34,38,1.08,11.9,80.1,29.2,0.341,24.6,37.3,,
2025/2/13 3:18,34,39,1.15,12,78.3,37.6,0.341,24.5,37.4,,
2025/2/13 3:18,35,40,1.17,12.3,84.3,32.3,0.341,24.6,37.3,,
2025/2/13 3:18,35,39,1.17,12.5,82.2,32.5,0.341,24.6,37.3,,
2025/2/13 3:18,32,36,1.16,12.3,83.2,31.4,0.341,24.6,37.3,,
2025/2/13 3:18,34,37,1.1,11.7,83.5,31.4,0.341,24.6,37.4,,
2025/2/13 3:18,33,36,1.1,11.7,82.8,33.5,0.341,24.6,37.3,,
2025/2/13 3:18,33,38,1.07,11.6,80.2,34.1,0.332,24.6,37.3,,
2025/2/13 3:18,34,41,1.1,11.6,79.2,33.2,0.332,24.6,37.3,,
2025/2/13 3:18,34,41,1.1,11.3,83.9,24.7,0.338,24.5,37.3,,
2025/2/13 3:18,34,41,1.14,11.8,92.3,24.1,0.341,24.6,37.3,,
2025/2/13 3:18,36,42,1.1,11.6,90.5,21.4,0.341,24.6,37.4,,
2025/2/13 3:18,35,41,1.11,11.6,79.8,28.3,0.341,24.5,37.3,,
2025/2/13 3:19,34.2,38.15,1.1130000000000002,11.85,81.845,31.064999999999998,0.3390500000000001,24.540000000000003,37.29999999999999,,
2025/2/13 3:19,34,38,1.13,11.8,81.9,29.5,0.338,24.6,37.3,,
2025/2/13 3:19,33,37,1.15,12.3,79.5,35.3,0.332,24.5,37.3,,
2025/2/13 3:19,34,37,1.18,12.4,84.7,27.5,0.335,24.5,37.3,,
2025/2/13 3:19,34,38,1.16,11.9,88.8,20.2,0.341,24.5,37.3,,
2025/2/13 3:19,34,38,1.07,11.7,85.5,31,0.341,24.6,37.3,,
2025/2/13 3:19,35,39,1.07,11.6,71.8,40.7,0.341,24.5,37.3,,
2025/2/13 3:19,35,38,1.07,11.4,64.2,42.5,0.335,24.5,37.3,,
2025/2/13 3:19,34,37,1.09,11.7,77.7,35,0.338,24.5,37.3,,
2025/2/13 3:19,34,37,1.1,12.1,87.9,28.6,0.341,24.6,37.3,,
2025/2/13 3:19,33,36,1.12,11.9,80.6,35.5,0.341,24.6,37.3,,
2025/2/13 3:19,34,38,1.14,11.9,83.4,30.6,0.341,24.5,37.3,,
2025/2/13 3:19,35,40,1.17,12.2,83.9,34.9,0.341,24.6,37.3,,
2025/2/13 3:19,34,40,1.14,12,80,37.2,0.341,24.5,37.3,,
2025/2/13 3:19,35,41,1.04,11.1,82.5,28.4,0.341,24.5,37.3,,
2025/2/13 3:19,34,40,0.98,10.7,88,20.2,0.341,24.5,37.3,,
2025/2/13 3:19,35,40,1.16,12.3,83.7,25.7,0.341,24.6,37.3,,
2025/2/13 3:19,34,37,1.19,12,82.6,28,0.332,24.6,37.3,,
2025/2/13 3:19,34,37,1.15,12.3,81.5,35.4,0.338,24.5,37.3,,
2025/2/13 3:19,35,38,1.07,11.9,84.9,21.5,0.341,24.5,37.3,,
2025/2/13 3:19,34,37,1.08,11.8,83.8,33.6,0.341,24.6,37.3,,
2025/2/13 3:20,34.65,39.25,1.1199999999999999,11.820000000000002,81.475,31.6,0.3356,24.565000000000005,37.285,,
2025/2/13 3:20,34,37,1.12,11.6,78.9,36.7,0.338,24.6,37.3,,
2025/2/13 3:20,34,38,1.12,12,83.3,27.7,0.335,24.6,37.3,,
2025/2/13 3:20,35,40,1.12,12.1,84.8,29.1,0.341,24.6,37.3,,
2025/2/13 3:20,36,42,1.15,11.9,83.6,32.9,0.341,24.5,37.3,,
2025/2/13 3:20,36,41,1.13,11.9,84,29.1,0.332,24.5,37.3,,
2025/2/13 3:20,36,41,1.1,11.6,86.4,25.9,0.332,24.6,37.3,,
2025/2/13 3:20,35,40,1.16,12.1,91.2,20.9,0.332,24.6,37.2,,
2025/2/13 3:20,35,41,1.16,11.9,78.5,38.2,0.332,24.6,37.3,,
2025/2/13 3:20,35,41,1.1,11.7,74.2,39.6,0.332,24.5,37.3,,
2025/2/13 3:20,34,39,1.09,11.6,88.3,30.2,0.332,24.6,37.3,,
2025/2/13 3:20,33,38,1.1,11.6,88.1,29.5,0.332,24.5,37.3,,
2025/2/13 3:20,33,37,1.11,11.8,79.1,33.3,0.332,24.5,37.3,,
2025/2/13 3:20,34,36,1.12,12.1,73.3,38.1,0.332,24.6,37.3,,
2025/2/13 3:20,35,38,1.09,11.5,76.9,34.8,0.332,24.5,37.3,,
2025/2/13 3:20,35,39,1.07,11.1,82.2,24.4,0.341,24.6,37.3,,
2025/2/13 3:20,34,39,1.07,11.8,74.8,31.6,0.341,24.6,37.3,,
2025/2/13 3:20,35,39,1.16,11.8,78.3,35,0.341,24.6,37.2,,
2025/2/13 3:20,34,38,1.16,12.2,71.1,39.9,0.335,24.5,37.2,,
2025/2/13 3:20,34,39,1.14,12.3,88.5,22.4,0.338,24.6,37.3,,
2025/2/13 3:21,33.25,37.25,1.1095,11.79,82.81500000000001,30.009999999999998,0.33740000000000003,24.55,37.27999999999999,,
2025/2/13 3:21,35,39,1.11,12,85.5,27.7,0.335,24.6,37.2,,
2025/2/13 3:21,35,40,1.08,11.7,87.6,24.2,0.332,24.6,37.3,,
2025/2/13 3:21,35,39,1.06,11.5,75,35.1,0.335,24.6,37.2,,
2025/2/13 3:21,34,39,1.07,11.5,79.6,34.3,0.341,24.6,37.3,,
2025/2/13 3:21,34,39,1.1,11.6,79.9,33.5,0.341,24.5,37.2,,
2025/2/13 3:21,35,39,1.04,11.3,76.6,35.2,0.341,24.6,37.3,,
2025/2/13 3:21,35,39,1.04,11.5,86.6,29.2,0.332,24.6,37.2,,
2025/2/13 3:21,34,38,1.1,11.8,79.1,35.8,0.332,24.6,37.3,,
2025/2/13 3:21,34,38,1.13,12,87.4,26.9,0.332,24.5,37.3,,
2025/2/13 3:21,32,36,1.13,11.6,95.3,21.7,0.332,24.6,37.3,,
2025/2/13 3:21,31,35,1.11,11.7,93,20.7,0.338,24.5,37.3,,
2025/2/13 3:21,31,35,1.12,11.7,77,32.5,0.341,24.5,37.3,,
2025/2/13 3:21,32,35,1.14,11.9,80.9,33.4,0.341,24.5,37.3,,
2025/2/13 3:21,31,35,1.14,12,77.2,32.3,0.341,24.6,37.3,,
2025/2/13 3:21,32,36,1.13,11.9,80.8,27.4,0.341,24.5,37.3,,
2025/2/13 3:21,33,36,1.19,12.2,83.9,28.6,0.341,24.5,37.3,,
2025/2/13 3:21,33,36,1.13,11.8,82.2,31.4,0.341,24.5,37.3,,
2025/2/13 3:21,33,38,1.13,12.4,80.4,35.3,0.341,24.6,37.3,,
2025/2/13 3:21,33,37,1.16,12.1,80.2,29.1,0.332,24.5,37.3,,
2025/2/13 3:21,33,36,1.08,11.6,88.1,25.9,0.338,24.5,37.3,,
2025/2/13 3:22,33,35.85,1.1050000000000002,11.77,81.705,31.474999999999994,0.33845000000000003,24.505000000000003,37.29,,
2025/2/13 3:22,33,36,1.08,11.6,94.2,19.8,0.341,24.5,37.3,,
2025/2/13 3:22,32,34,1.12,11.9,82,30.7,0.341,24.5,37.3,,
2025/2/13 3:22,33,35,1.11,11.5,74.7,36.5,0.341,24.6,37.3,,
2025/2/13 3:22,34,37,1.09,11.4,86.7,24.9,0.341,24.5,37.3,,
2025/2/13 3:22,33,36,1.09,11.6,91,23.1,0.341,24.5,37.3,,
2025/2/13 3:22,33,36,1.12,11.8,86.1,26.8,0.341,24.5,37.3,,
2025/2/13 3:22,32,35,1.1,11.6,83.9,29.2,0.341,24.5,37.3,,
2025/2/13 3:22,32,35,1.1,11.6,88.4,29,0.341,24.5,37.3,,
2025/2/13 3:22,33,36,1.13,12.3,77.9,37.1,0.332,24.5,37.3,,
2025/2/13 3:22,34,37,1.07,11.7,69.1,43.9,0.332,24.5,37.3,,
2025/2/13 3:22,35,38,1.09,11.5,69.1,39.7,0.338,24.5,37.3,,
2025/2/13 3:22,34,38,1.12,12,80.6,30.4,0.341,24.5,37.3,,
2025/2/13 3:22,35,38,1.13,12,83.4,30.1,0.335,24.5,37.3,,
2025/2/13 3:22,34,37,1.14,11.9,78,35,0.332,24.5,37.3,,
2025/2/13 3:22,33,37,1.14,12.2,80.1,31.5,0.335,24.5,37.3,,
2025/2/13 3:22,33,36,1.1,12,87.7,27.4,0.341,24.5,37.2,,
2025/2/13 3:22,32,35,1.1,11.6,83.4,29.2,0.341,24.5,37.3,,
2025/2/13 3:22,32,34,1.13,11.8,75,37.5,0.332,24.5,37.3,,
2025/2/13 3:22,32,34,1.07,11.5,83.2,32.3,0.341,24.5,37.2,,
2025/2/13 3:22,31,33,1.07,11.9,79.6,35.4,0.341,24.5,37.3,,
2025/2/13 3:23,31.5,33.95,1.0975000000000001,11.694999999999997,82.56499999999998,31.339999999999996,0.33665,24.5,37.25000000000001,,
2025/2/13 3:23,32,34,1.1,11.7,79,33.9,0.335,24.5,37.2,,
2025/2/13 3:23,31,33,1.08,11.6,87.3,28.7,0.338,24.5,37.3,,
2025/2/13 3:23,32,34,1.09,11.7,81.4,29.3,0.335,24.5,37.3,,
2025/2/13 3:23,33,36,1.12,11.8,86.5,28.1,0.335,24.5,37.3,,
2025/2/13 3:23,32,37,1.12,11.8,86.2,28.5,0.341,24.5,37.3,,
2025/2/13 3:23,33,37,1.14,12.1,83.8,33.9,0.341,24.5,37.2,,
2025/2/13 3:23,34,38,1.18,12.4,84.6,33.1,0.341,24.5,37.2,,
2025/2/13 3:23,33,36,1.1,11.7,84.3,29.4,0.341,24.5,37.2,,
2025/2/13 3:23,32,34,1.1,11.8,82.8,29.8,0.332,24.5,37.3,,
2025/2/13 3:23,31,32,1.01,11,83.6,27.9,0.341,24.5,37.2,,
2025/2/13 3:23,31,32,1.07,11.3,85.8,31.1,0.341,24.5,37.3,,
2025/2/13 3:23,31,32,1.07,11.2,85.2,27.7,0.335,24.5,37.3,,
2025/2/13 3:23,30,32,1.09,11.5,78.8,32.4,0.332,24.5,37.3,,
2025/2/13 3:23,29,31,1.12,11.9,77.2,33.8,0.332,24.5,37.2,,
2025/2/13 3:23,30,32,1.13,11.7,75.6,38.4,0.332,24.5,37.2,,
2025/2/13 3:23,30,32,1.12,11.7,80.5,35.1,0.335,24.5,37.3,,
2025/2/13 3:23,31,33,1.1,12,79.3,37,0.341,24.5,37.2,,
2025/2/13 3:23,31,34,1.1,12.1,79.6,32.8,0.341,24.5,37.2,,
2025/2/13 3:23,32,35,1.07,11.7,84.5,27.2,0.332,24.5,37.3,,
2025/2/13 3:23,32,35,1.04,11.2,85.3,28.7,0.332,24.5,37.2,,
2025/2/13 3:24,31.75,34.2,1.0930000000000002,11.615,82.98499999999999,29.725,0.33485,24.5,37.22000000000001,,
2025/2/13 3:24,32,35,1.1,12.1,85.3,35.1,0.332,24.5,37.2,,
2025/2/13 3:24,32,34,1.1,11.6,94.3,16,0.332,24.5,37.2,,
2025/2/13 3:24,32,35,1.1,11.4,83.1,27.5,0.332,24.5,37.3,,
2025/2/13 3:24,32,34,1.14,11.8,90,23.1,0.338,24.5,37.3,,
2025/2/13 3:24,32,35,1.12,11.8,88.7,24.1,0.341,24.5,37.3,,
2025/2/13 3:24,33,36,1.09,11.5,81.7,30.3,0.341,24.5,37.3,,
2025/2/13 3:24,33,36,1.06,11.4,80,31.6,0.338,24.5,37.2,,
2025/2/13 3:24,32,36,1.04,11.3,79.6,34.4,0.332,24.5,37.2,,
2025/2/13 3:24,32,35,1.04,11.3,78.1,36.9,0.332,24.5,37.2,,
2025/2/13 3:24,32,34,1.01,11.2,79.9,30.3,0.332,24.5,37.2,,
2025/2/13 3:24,32,33,1.04,11.2,85.6,24,0.332,24.5,37.2,,
2025/2/13 3:24,31,33,1.07,11.6,82.1,39.9,0.332,24.5,37.2,,
2025/2/13 3:24,30,32,1.13,12,79.3,36.9,0.338,24.5,37.2,,
2025/2/13 3:24,31,32,1.14,11.9,85.3,21.9,0.335,24.5,37.2,,
2025/2/13 3:24,31,33,1.13,11.8,85.9,30.1,0.332,24.5,37.2,,
2025/2/13 3:24,31,34,1.11,11.7,81.6,29.1,0.332,24.5,37.2,,
2025/2/13 3:24,32,35,1.08,11.5,82.1,30.3,0.335,24.5,37.2,,
2025/2/13 3:24,32,34,1.1,11.6,80.7,30.5,0.338,24.5,37.2,,
2025/2/13 3:24,32,34,1.1,11.6,78.8,29.3,0.332,24.5,37.2,,
2025/2/13 3:24,31,34,1.16,12,77.6,33.2,0.341,24.5,37.2,,
2025/2/13 3:25,31.15,33.1,1.077,11.490000000000002,81.84,31.324999999999996,0.3343999999999999,24.5,37.21000000000001,,
2025/2/13 3:25,31,35,1.13,11.9,77.9,33.3,0.332,24.5,37.2,,
2025/2/13 3:25,32,35,1.1,11.6,78.6,31.4,0.332,24.5,37.2,,
2025/2/13 3:25,32,36,1.07,11.5,70.9,32.5,0.332,24.5,37.2,,
2025/2/13 3:25,31,35,1.05,11.3,79.3,28.8,0.338,24.5,37.2,,
2025/2/13 3:25,31,33,1.04,11.1,87.7,29.2,0.335,24.5,37.2,,
2025/2/13 3:25,31,33,1.02,11.1,83.3,35.4,0.332,24.5,37.2,,
2025/2/13 3:25,31,33,1.04,11.3,88.8,30.4,0.332,24.5,37.2,,
2025/2/13 3:25,31,33,1.12,11.7,84.5,32.9,0.332,24.5,37.2,,
2025/2/13 3:25,30,31,1.16,12,81.9,31.3,0.332,24.5,37.2,,
2025/2/13 3:25,31,32,1.16,12.1,85.4,28.5,0.341,24.5,37.3,,
2025/2/13 3:25,32,33,1.04,10.9,84.5,28.7,0.332,24.5,37.2,,
2025/2/13 3:25,31,32,1.13,11.8,80.7,33.4,0.341,24.5,37.2,,
2025/2/13 3:25,32,33,1.07,11.3,77.2,31,0.341,24.5,37.2,,
2025/2/13 3:25,31,32,1.03,11.2,77.2,30.3,0.341,24.5,37.2,,
2025/2/13 3:25,31,32,1.05,11.5,74.1,36.1,0.335,24.5,37.2,,
2025/2/13 3:25,31,33,1.03,11.4,87.4,27.6,0.332,24.5,37.2,,
2025/2/13 3:25,31,33,1.05,11.5,88.8,25.5,0.332,24.5,37.2,,
2025/2/13 3:25,31,33,1.11,11.8,85.9,30,0.332,24.5,37.3,,
2025/2/13 3:25,31,32,1.07,11.3,82.2,35.8,0.332,24.5,37.2,,
2025/2/13 3:25,31,33,1.07,11.5,80.5,34.4,0.332,24.5,37.2,,
2025/2/13 3:26,32.5,36.3,1.0985,11.779999999999998,81.34,32.72,0.3344,24.5,37.20000000000001,,
2025/2/13 3:26,31,33,1.13,12.2,79.9,33.3,0.332,24.5,37.2,,
2025/2/13 3:26,32,34,1.1,11.9,79.9,34.6,0.332,24.5,37.2,,
2025/2/13 3:26,32,35,1.1,12,77.4,37.2,0.332,24.5,37.2,,
2025/2/13 3:26,31,33,1.08,12,90.9,31.9,0.332,24.5,37.2,,
2025/2/13 3:26,31,33,1.11,11.9,67.1,40.8,0.332,24.5,37.2,,
2025/2/13 3:26,31,33,1.13,12.3,73.4,43.5,0.338,24.5,37.2,,
2025/2/13 3:26,31,34,1.11,11.9,76.9,39.2,0.341,24.5,37.2,,
2025/2/13 3:26,32,35,1.11,11.7,83.5,27.4,0.338,24.5,37.2,,
2025/2/13 3:26,33,36,1.14,12,83,29.4,0.332,24.5,37.2,,
2025/2/13 3:26,32,37,1.13,11.8,80.4,33.6,0.332,24.5,37.2,,
2025/2/13 3:26,31,34,1.07,11.4,80,32.6,0.332,24.5,37.2,,
2025/2/13 3:26,32,36,1.04,11.3,86.8,25.4,0.332,24.5,37.2,,
2025/2/13 3:26,34,40,1.04,11.1,93.3,15.5,0.332,24.5,37.2,,
2025/2/13 3:26,34,41,1.07,11.2,71.7,39.8,0.338,24.5,37.2,,
2025/2/13 3:26,35,41,1.09,11.7,82.5,33.6,0.341,24.5,37.2,,
2025/2/13 3:26,34,39,1.1,11.6,80.7,33.5,0.335,24.5,37.2,,
2025/2/13 3:26,35,40,1.12,11.7,87.7,27.2,0.332,24.5,37.2,,
2025/2/13 3:26,34,39,1.12,12,84.9,29.4,0.335,24.5,37.2,,
2025/2/13 3:26,33,37,1.09,12,86.6,30.6,0.338,24.5,37.2,,
2025/2/13 3:26,32,36,1.09,11.9,80.2,35.9,0.332,24.5,37.2,,
2025/2/13 3:27,32.75,36.2,1.0945,11.680000000000001,80.57000000000001,32.084999999999994,0.3330499999999999,24.5,37.20000000000001,,
2025/2/13 3:27,33,36,1.13,11.8,81.4,31.4,0.332,24.5,37.2,,
2025/2/13 3:27,33,35,1.1,11.5,88.3,21.7,0.332,24.5,37.2,,
2025/2/13 3:27,32,36,1.01,10.9,82.3,25.5,0.341,24.5,37.2,,
2025/2/13 3:27,31,34,1.13,12.3,84.6,35.6,0.335,24.5,37.2,,
2025/2/13 3:27,34,39,1.13,12.1,80.7,28.2,0.332,24.5,37.2,,
2025/2/13 3:27,34,40,1.11,11.8,78.6,35.7,0.332,24.5,37.2,,
2025/2/13 3:27,34,39,1.1,11.9,78,40.9,0.332,24.5,37.2,,
2025/2/13 3:27,34,39,1.11,12,82.1,33.9,0.332,24.5,37.2,,
2025/2/13 3:27,32,33,1.1,11.5,85.6,24.9,0.332,24.5,37.2,,
2025/2/13 3:27,30,31,1.06,11.2,79.6,30.1,0.332,24.5,37.2,,
2025/2/13 3:27,32,34,1.1,11.7,76.9,34.6,0.332,24.5,37.2,,
2025/2/13 3:27,33,36,1.13,11.8,79.2,33.6,0.332,24.5,37.2,,
2025/2/13 3:27,32,36,1.13,12.2,80.7,33.4,0.341,24.5,37.2,,
2025/2/13 3:27,33,36,1.04,11.3,80,32.7,0.332,24.5,37.2,,
2025/2/13 3:27,33,37,1.07,11.3,76.2,44.4,0.332,24.5,37.2,,
2025/2/13 3:27,33,37,1.13,12.1,72.7,37.3,0.332,24.5,37.2,,
2025/2/13 3:27,33,37,1.12,12,78.3,31.8,0.332,24.5,37.2,,
2025/2/13 3:27,33,36,1.06,11.4,77.8,33.5,0.332,24.5,37.2,,
2025/2/13 3:27,33,36,1.05,11.2,82.7,28,0.332,24.5,37.2,,
2025/2/13 3:27,33,37,1.08,11.6,85.7,24.5,0.332,24.5,37.2,,
2025/2/13 3:28,30.8,33.65,1.0975000000000001,11.585,82.69,30.154999999999994,0.3324499999999999,24.5,37.14500000000001,,
2025/2/13 3:28,33,37,1.11,12.1,84.5,29.9,0.332,24.5,37.2,,
2025/2/13 3:28,33,37,1.07,11.4,79.7,32.4,0.332,24.5,37.1,,
2025/2/13 3:28,33,37,1.07,11.2,75.9,32.1,0.332,24.5,37.2,,
