,pm2d5(μg/m3),pm10(μg/m3),co(mg/m3),so2(μg/m3),no2(μg/m3),o3(μg/m3),voc(ppm),温度(℃),湿度(%),风向,风速(10m/s)
2025/2/14 12:37,46,59,1.31,14.3,80,66.7,0.617,27.6,30.6,,
2025/2/14 12:37,47,59,1.28,13.9,86.7,50.3,0.617,27.6,30.5,,
2025/2/14 12:37,45,58,1.28,13.7,83.5,57.2,0.617,27.6,30.5,,
2025/2/14 12:37,46,57,1.32,14.1,94.3,51.8,0.617,27.6,30.5,,
2025/2/14 12:37,45,57,1.34,14.2,92,51.9,0.617,27.6,30.5,,
2025/2/14 12:37,45,57,1.33,13.9,91.7,51.6,0.617,27.6,30.5,,
2025/2/14 12:37,47,57,1.29,13.7,83.5,60.7,0.617,27.6,30.4,,
2025/2/14 12:37,47,58,1.26,13.6,84.2,57.4,0.617,27.6,30.4,,
2025/2/14 12:37,46,58,1.28,13.5,84.9,52.8,0.625,27.6,30.4,,
2025/2/14 12:37,48,59,1.31,13.8,85,59.3,0.617,27.7,30.4,,
2025/2/14 12:37,49,60,1.28,14.3,89.6,58.7,0.625,27.7,30.4,,
2025/2/14 12:37,50,62,1.25,13.9,86,60.6,0.625,27.7,30.4,,
2025/2/14 12:37,51,63,1.31,14,80.4,61.6,0.625,27.7,30.4,,
2025/2/14 12:37,50,63,1.34,14.2,83.1,56,0.625,27.7,30.5,,
2025/2/14 12:37,50,63,1.28,13.9,76.3,62.1,0.625,27.7,30.4,,
2025/2/14 12:37,50,63,1.27,13.6,80.5,55.1,0.622,27.7,30.4,,
2025/2/14 12:37,51,63,1.31,14.1,84,60.9,0.62,27.7,30.4,,
2025/2/14 12:37,50,62,1.33,14.3,87.2,62.9,0.625,27.7,30.4,,
2025/2/14 12:38,50,62,1.35,14.3,87.1,56.1,0.625,27.7,30.3,,
2025/2/14 12:38,49,61,1.34,14,87,51.9,0.625,27.7,30.3,,
2025/2/14 12:38,49,60,1.31,14.3,83.8,60.2,0.617,27.8,30.3,,
2025/2/14 12:38,49,59,1.31,14.3,81.2,59.2,0.622,27.8,30.3,,
2025/2/14 12:38,48,59,1.29,13.9,77.5,57.4,0.625,27.7,30.2,,
2025/2/14 12:38,47,58,1.32,14,85.7,58.6,0.625,27.8,30.2,,
2025/2/14 12:38,47,58,1.3,13.9,85.2,54.2,0.625,27.8,30.2,,
2025/2/14 12:38,48,58,1.28,13.7,81.5,54.6,0.625,27.8,30.2,,
2025/2/14 12:38,47,57,1.28,13.6,80,57.3,0.625,27.8,30.1,,
2025/2/14 12:38,47,57,1.29,13.7,82.8,56.3,0.625,27.8,30.1,,
2025/2/14 12:38,48,58,1.31,13.9,78.5,60.9,0.625,27.8,30.1,,
2025/2/14 12:38,48,59,1.34,13.9,69,66.7,0.625,27.8,30,,
2025/2/14 12:38,49,61,1.37,13.9,73.9,58.4,0.625,27.8,30,,
2025/2/14 12:38,49,61,1.31,14,76.6,59.5,0.625,27.8,30,,
2025/2/14 12:38,49,61,1.29,13.7,61.5,66.9,0.625,27.8,29.9,,
2025/2/14 12:38,49,61,1.32,13.8,75.5,60.1,0.625,27.8,29.9,,
2025/2/14 12:38,50,62,1.34,14.1,71.9,64.7,0.625,27.8,29.9,,
2025/2/14 12:38,50,62,1.38,14.3,82.6,61.2,0.625,27.8,29.8,,
2025/2/14 12:38,51,63,1.41,14.2,86.5,57.1,0.625,27.8,29.9,,
2025/2/14 12:39,52,62,1.4,14.2,78.2,64,0.625,27.9,29.8,,
2025/2/14 12:39,51,62,1.41,14.3,76,61,0.625,27.9,29.8,,
2025/2/14 12:39,50,61,1.44,14.6,80.2,54.1,0.633,27.9,29.8,,
2025/2/14 12:39,50,61,1.44,14.6,81.7,57.7,0.633,27.9,29.8,,
2025/2/14 12:39,50,60,1.4,14.1,84.8,56.2,0.625,27.9,29.8,,
2025/2/14 12:39,49,59,1.47,15.9,87.8,64.1,0.63,27.9,29.8,,
2025/2/14 12:39,49,59,1.45,14.9,80.3,60.4,0.633,27.9,29.8,,
2025/2/14 12:39,48,58,1.41,14.5,88.7,62.1,0.633,27.9,29.8,,
2025/2/14 12:39,47,57,1.34,14.2,82.1,61.5,0.633,27.9,29.7,,
2025/2/14 12:39,47,57,1.35,14.4,76.6,61.9,0.633,27.9,29.8,,
2025/2/14 12:39,47,58,1.44,14.9,74.6,65.6,0.633,27.9,29.8,,
2025/2/14 12:39,47,58,1.45,14.8,77.1,65.8,0.633,27.9,29.8,,
2025/2/14 12:39,48,60,1.47,14.9,79.9,63.5,0.633,28,29.7,,
2025/2/14 12:39,47,59,1.47,15,82.5,60.8,0.633,28,29.7,,
2025/2/14 12:39,47,59,1.5,15.2,80.1,63.5,0.633,28,29.7,,
2025/2/14 12:39,48,59,1.47,14.7,76.9,52.4,0.633,28,29.7,,
2025/2/14 12:39,48,60,1.5,15.5,85.8,55.1,0.633,28,29.7,,
2025/2/14 12:39,49,62,1.56,15.8,83.6,62.1,0.633,28,29.7,,
2025/2/14 12:39,50,61,1.55,15.4,77.7,61.2,0.633,28,29.7,,
2025/2/14 12:39,49,61,1.53,15.1,79.5,63.9,0.633,28,29.7,,
2025/2/14 12:40,49,61,1.52,15.2,79.7,61.6,0.633,28,29.6,,
2025/2/14 12:40,49,60,1.48,14.9,76.6,59.9,0.636,28,29.6,,
2025/2/14 12:40,49,60,1.46,14.7,77.4,60.6,0.638,28,29.6,,
2025/2/14 12:40,49,61,1.5,15.4,77.2,62,0.633,28,29.6,,
2025/2/14 12:40,49,59,1.47,14.8,77.3,64.7,0.641,28,29.6,,
2025/2/14 12:40,48,59,1.43,14.9,76.5,66.3,0.641,28,29.5,,
2025/2/14 12:40,49,59,1.43,14.9,86,56.7,0.641,28.1,29.6,,
2025/2/14 12:40,49,60,1.41,14.7,79.3,62.5,0.641,28.1,29.6,,
2025/2/14 12:40,49,59,1.47,14.8,93.6,49.9,0.641,28.1,29.6,,
2025/2/14 12:40,49,59,1.48,15.2,91.2,54.1,0.641,28.1,29.6,,
2025/2/14 12:40,48,58,1.43,15.2,81.7,68,0.644,28.1,29.6,,
2025/2/14 12:40,47,58,1.4,14.7,76.3,69.1,0.646,28.1,29.6,,
2025/2/14 12:40,49,59,1.49,14.9,77.7,60,0.641,28.1,29.6,,
2025/2/14 12:40,50,61,1.53,15.2,82.6,56.2,0.649,28.1,29.6,,
2025/2/14 12:40,51,63,1.47,15,85.7,55.5,0.649,28.1,29.6,,
2025/2/14 12:40,52,64,1.4,14.4,87.8,58.8,0.649,28.1,29.6,,
2025/2/14 12:40,51,63,1.4,14.5,77.6,64.5,0.649,28.1,29.6,,
2025/2/14 12:40,49,63,1.44,15.1,87.6,54.4,0.649,28.2,29.6,,
2025/2/14 12:40,51,63,1.46,15,83.1,59,0.649,28.2,29.6,,
2025/2/14 12:41,50,63,1.38,14.5,86.3,61.6,0.649,28.2,29.6,,
2025/2/14 12:41,51,63,1.37,14.7,82.1,58.9,0.649,28.2,29.6,,
2025/2/14 12:41,50,63,1.43,14.9,82.5,56.9,0.649,28.2,29.6,,
2025/2/14 12:41,49,62,1.43,14.7,86.8,59.9,0.649,28.2,29.6,,
2025/2/14 12:41,50,61,1.43,15,84.9,65.8,0.649,28.2,29.6,,
2025/2/14 12:41,50,62,1.37,14.3,78.6,63,0.649,28.2,29.5,,
2025/2/14 12:41,53,64,1.43,14.9,78.9,58,0.649,28.2,29.6,,
2025/2/14 12:41,56,65,1.46,14.8,78,58,0.649,28.2,29.6,,
2025/2/14 12:41,58,67,1.46,14.7,68.3,73.5,0.652,28.2,29.6,,
2025/2/14 12:41,59,68,1.4,15,71.4,66.8,0.653,28.2,29.6,,
2025/2/14 12:41,58,67,1.41,14.8,85.4,57.6,0.653,28.3,29.5,,
2025/2/14 12:41,60,68,1.45,14.9,85.6,59.1,0.653,28.3,29.6,,
2025/2/14 12:41,62,69,1.44,15.1,80.2,58.7,0.653,28.3,29.6,,
2025/2/14 12:41,63,70,1.39,14.8,79.5,57,0.653,28.3,29.5,,
2025/2/14 12:41,63,69,1.35,14,82.4,57,0.653,28.3,29.5,,
2025/2/14 12:41,62,68,1.33,14.3,85,57.7,0.653,28.3,29.5,,
2025/2/14 12:41,61,68,1.33,14.7,82.3,61.5,0.653,28.3,29.5,,
2025/2/14 12:41,60,68,1.36,14.7,82.3,67.2,0.653,28.3,29.5,,
2025/2/14 12:41,56,66,1.43,14.6,81.1,61.4,0.653,28.3,29.5,,
2025/2/14 12:41,55,65,1.49,15.1,72.2,68,0.653,28.3,29.4,,
2025/2/14 12:42,56,65,1.48,15.1,86.5,57,0.653,28.3,29.4,,
2025/2/14 12:42,59,67,1.42,14.4,81.5,60.5,0.653,28.3,29.4,,
2025/2/14 12:42,60,67,1.43,14.6,80.8,64.2,0.653,28.3,29.4,,
2025/2/14 12:42,63,70,1.46,15.1,77.8,67,0.654,28.4,29.3,,
2025/2/14 12:42,65,71,1.39,14.7,72.6,71.5,0.655,28.4,29.3,,
2025/2/14 12:42,66,71,1.39,14.6,69.9,71.7,0.653,28.4,29.3,,
2025/2/14 12:42,63,70,1.36,14.3,70.8,67,0.653,28.4,29.2,,
2025/2/14 12:42,63,70,1.43,15.3,78.7,58.7,0.653,28.4,29.2,,
2025/2/14 12:42,60,68,1.43,14.5,84.6,54.1,0.653,28.4,29.2,,
2025/2/14 12:42,61,71,1.43,14.7,79.4,64.8,0.655,28.4,29.2,,
2025/2/14 12:42,61,70,1.49,15.2,79.8,69.2,0.656,28.4,29.2,,
2025/2/14 12:42,60,68,1.48,15.2,78.9,60.6,0.656,28.4,29.2,,
2025/2/14 12:42,59,68,1.46,14.9,79,63,0.656,28.4,29.2,,
2025/2/14 12:42,58,67,1.47,14.8,82,60.6,0.656,28.5,29.2,,
2025/2/14 12:42,59,68,1.46,15,87.9,54.9,0.656,28.5,29.2,,
2025/2/14 12:42,60,68,1.39,14.8,83.8,60.5,0.656,28.5,29.1,,
2025/2/14 12:42,59,67,1.39,14.6,79.1,66.8,0.656,28.5,29.1,,
2025/2/14 12:42,59,67,1.56,15.3,77.6,64.7,0.656,28.5,29.1,,
2025/2/14 12:42,58,66,1.43,15,80.4,59,0.656,28.5,29.1,,
2025/2/14 12:42,58,66,1.49,15,80.2,61.5,0.656,28.5,29,,
2025/2/14 12:43,56,65,1.43,14.7,78,61.6,0.656,28.5,29.1,,
2025/2/14 12:43,58,66,1.4,14.7,73.2,73.8,0.656,28.5,29,,
2025/2/14 12:43,57,65,1.41,15.1,85.1,60,0.656,28.5,29,,
2025/2/14 12:43,58,66,1.42,14.9,84.7,61.8,0.657,28.5,29.1,,
2025/2/14 12:43,57,66,1.44,14.8,81.9,61.8,0.658,28.5,29,,
2025/2/14 12:43,58,66,1.49,15.3,82.2,58.3,0.656,28.6,29,,
2025/2/14 12:43,61,69,1.5,15.6,80.3,59.5,0.656,28.6,29,,
2025/2/14 12:43,61,70,1.39,14.4,76.4,63.7,0.656,28.6,29,,
2025/2/14 12:43,60,68,1.42,14.7,80.1,62.1,0.659,28.6,29,,
2025/2/14 12:43,62,69,1.39,15.1,85.6,63.1,0.659,28.6,29,,
2025/2/14 12:43,63,70,1.46,14.5,73.7,62.3,0.659,28.6,29,,
2025/2/14 12:43,64,70,1.5,14.8,79.1,64.5,0.659,28.6,29,,
2025/2/14 12:43,63,68,1.41,14.5,80.4,59.5,0.659,28.6,29,,
2025/2/14 12:43,63,69,1.42,14.8,82.1,58.7,0.659,28.6,28.9,,
2025/2/14 12:43,64,71,1.47,14.9,82.9,63,0.659,28.6,28.9,,
2025/2/14 12:43,64,71,1.51,15,83.5,65.6,0.659,28.7,29,,
2025/2/14 12:43,65,72,1.53,15.5,87.1,60.4,0.659,28.6,28.9,,
2025/2/14 12:43,66,74,1.49,15.6,88.9,58.4,0.659,28.7,28.9,,
2025/2/14 12:43,66,72,1.49,15.2,85.3,63.3,0.659,28.7,28.9,,
2025/2/14 12:43,65,72,1.45,14.9,82.1,63.3,0.659,28.7,28.9,,
2025/2/14 12:44,65,71,1.42,15,83.8,59,0.659,28.7,28.9,,
2025/2/14 12:44,64,70,1.43,15,76.6,70.2,0.659,28.7,28.8,,
2025/2/14 12:44,65,70,1.49,15,82,63.1,0.659,28.7,28.9,,
2025/2/14 12:44,66,72,1.52,15.5,83,58,0.659,28.7,28.8,,
2025/2/14 12:44,65,71,1.49,15.3,81,60.3,0.659,28.7,28.8,,
2025/2/14 12:44,66,72,1.45,14.8,80.3,63.7,0.659,28.7,28.8,,
2025/2/14 12:44,64,70,1.51,15.3,79.6,63.7,0.659,28.7,28.8,,
2025/2/14 12:44,60,67,1.49,15.7,77.3,67.2,0.659,28.7,28.7,,
2025/2/14 12:44,55,63,1.45,15.3,75.9,73.6,0.659,28.8,28.7,,
2025/2/14 12:44,55,65,1.52,15.5,82,64.9,0.659,28.8,28.7,,
2025/2/14 12:44,57,66,1.55,16.2,88.6,48.5,0.659,28.8,28.7,,
2025/2/14 12:44,58,67,1.46,15.2,86.3,62.6,0.659,28.8,28.7,,
2025/2/14 12:44,59,67,1.46,14.8,76.8,72.4,0.659,28.8,28.6,,
2025/2/14 12:44,58,66,1.44,15,80.3,61,0.657,28.8,28.6,,
2025/2/14 12:44,56,65,1.4,14.5,81.1,59.2,0.657,28.8,28.6,,
2025/2/14 12:44,52,62,1.41,14.3,84,59.6,0.659,28.8,28.6,,
2025/2/14 12:44,53,64,1.46,14.9,83.3,60.9,0.659,28.8,28.6,,
2025/2/14 12:44,51,62,1.5,15.5,80.9,59.9,0.659,28.8,28.6,,
2025/2/14 12:44,54,63,1.52,15.7,79.4,61.8,0.659,28.8,28.5,,
2025/2/14 12:45,59,67,1.42,14.4,80.6,63.3,0.659,28.8,28.5,,
2025/2/14 12:45,61,68,1.42,14.3,79.7,60.6,0.659,28.9,28.5,,
2025/2/14 12:45,63,70,1.45,15.4,82.2,65.7,0.659,28.9,28.5,,
2025/2/14 12:45,61,68,1.5,15.8,70.6,77.4,0.659,28.9,28.6,,
2025/2/14 12:45,62,69,1.54,15.9,82.6,58.9,0.659,28.9,28.5,,
2025/2/14 12:45,60,68,1.55,15.5,81.1,62.2,0.659,28.9,28.5,,
2025/2/14 12:45,59,67,1.55,15.5,80.1,64.9,0.659,28.9,28.5,,
2025/2/14 12:45,55,65,1.57,15.6,80.6,60.8,0.659,28.9,28.5,,
2025/2/14 12:45,55,64,1.61,15.5,77.5,61.5,0.659,28.9,28.5,,
2025/2/14 12:45,55,64,1.58,15.6,74.7,65.4,0.659,28.9,28.4,,
2025/2/14 12:45,57,66,1.58,15.7,71,68.6,0.659,28.9,28.5,,
2025/2/14 12:45,55,65,1.52,15.4,69.4,73.4,0.659,28.9,28.4,,
2025/2/14 12:45,55,64,1.48,15.1,70.9,72.5,0.659,28.9,28.4,,
2025/2/14 12:45,54,64,1.58,16.1,78.3,61.8,0.659,28.9,28.4,,
2025/2/14 12:45,55,65,1.58,15.4,81,61.3,0.659,28.9,28.4,,
2025/2/14 12:45,58,67,1.56,15.2,79.3,64.2,0.659,29,28.4,,
2025/2/14 12:45,58,67,1.57,15.4,79.9,61,0.659,29,28.4,,
2025/2/14 12:45,59,67,1.59,15.7,88.2,55.1,0.659,29,28.4,,
2025/2/14 12:45,56,66,1.6,15.5,83.9,58.4,0.659,29,28.4,,
2025/2/14 12:45,54,64,1.6,15.4,75.2,64.5,0.659,29,28.4,,
2025/2/14 12:46,51,63,1.65,15.8,72.7,66.5,0.659,29,28.3,,
2025/2/14 12:46,50,63,1.65,16.1,80.5,61.9,0.659,29,28.3,,
2025/2/14 12:46,50,63,1.62,16.2,69.8,72,0.659,29,28.3,,
2025/2/14 12:46,48,61,1.62,15.8,71.9,65.6,0.659,29,28.3,,
2025/2/14 12:46,48,60,1.55,15.9,72.3,74.9,0.657,29,28.2,,
2025/2/14 12:46,49,61,1.56,15.8,62.5,77.8,0.656,29,28.2,,
2025/2/14 12:46,49,60,1.6,15.4,67.6,69.2,0.656,29.1,28.1,,
2025/2/14 12:46,48,61,1.59,15.8,63.8,71.5,0.656,29.1,28.1,,
2025/2/14 12:46,47,60,1.56,15.6,65.2,76.6,0.656,29.1,28,,
2025/2/14 12:46,48,61,1.58,15.3,63.1,79.2,0.656,29.1,28,,
2025/2/14 12:46,47,59,1.58,15.8,62.4,74.1,0.656,29.1,27.9,,
2025/2/14 12:46,48,60,1.65,16.6,64.4,69.8,0.656,29.1,27.9,,
2025/2/14 12:46,46,58,1.58,15.9,65.2,72.9,0.653,29.1,27.8,,
2025/2/14 12:46,45,56,1.58,15.4,66.8,75.3,0.656,29.1,27.8,,
2025/2/14 12:46,44,53,1.51,15.5,78.8,63.8,0.654,29.1,27.8,,
2025/2/14 12:46,45,54,1.46,15,78.9,68.7,0.655,29.1,27.8,,
2025/2/14 12:46,45,54,1.49,15.3,73.3,68.4,0.656,29.1,27.8,,
2025/2/14 12:46,46,56,1.54,15.4,69.3,75.8,0.656,29.1,27.8,,
2025/2/14 12:46,46,57,1.56,15.5,67.4,77,0.656,29.1,27.8,,
2025/2/14 12:46,46,56,1.54,15.6,66.9,74.1,0.656,29.1,27.7,,
2025/2/14 12:47,47,57,1.46,15,68.1,69.7,0.656,29.1,27.8,,
2025/2/14 12:47,48,58,1.48,15,73.7,66.1,0.656,29.1,27.8,,
2025/2/14 12:47,47,58,1.55,15.7,79.8,66.8,0.656,29.1,27.8,,
2025/2/14 12:47,47,57,1.55,15.3,80.8,63.3,0.656,29.2,27.8,,
2025/2/14 12:47,47,57,1.51,15.4,73.3,67.5,0.656,29.1,27.8,,
2025/2/14 12:47,48,59,1.51,15.7,77.1,65,0.656,29.2,27.8,,
2025/2/14 12:47,49,60,1.56,15.7,74.2,69,0.656,29.2,27.8,,
2025/2/14 12:47,48,59,1.56,15.3,62.2,69,0.656,29.2,27.8,,
2025/2/14 12:47,48,58,1.51,15.2,71.1,64,0.656,29.2,27.8,,
2025/2/14 12:47,47,57,1.46,15.1,72.8,65.5,0.656,29.2,27.8,,
2025/2/14 12:47,47,57,1.47,15.1,72.7,66.5,0.656,29.2,27.8,,
2025/2/14 12:47,49,60,1.46,15,74.1,68.9,0.656,29.2,27.8,,
2025/2/14 12:47,49,60,1.48,15,75,66.7,0.656,29.2,27.8,,
2025/2/14 12:47,47,58,1.51,15.5,69.9,68.9,0.656,29.2,27.7,,
2025/2/14 12:47,47,59,1.48,14.9,61.1,82.9,0.656,29.2,27.7,,
2025/2/14 12:47,50,61,1.38,14.3,62.2,79.8,0.656,29.2,27.8,,
2025/2/14 12:47,49,60,1.45,15.1,69.9,71.2,0.656,29.2,27.8,,
2025/2/14 12:47,47,58,1.41,14.9,82,60.2,0.658,29.2,27.8,,
2025/2/14 12:47,48,59,1.4,14.8,75.4,63.6,0.659,29.2,27.8,,
2025/2/14 12:47,49,60,1.41,14.7,68.6,70.7,0.659,29.2,27.8,,
2025/2/14 12:48,48,59,1.41,15,66.3,73.4,0.659,29.2,27.8,,
2025/2/14 12:48,48,59,1.47,15.4,69.5,67.5,0.659,29.3,27.8,,
2025/2/14 12:48,48,58,1.58,15.5,71,65.6,0.659,29.3,27.8,,
2025/2/14 12:48,47,57,1.44,14.8,73.9,65.6,0.659,29.3,27.8,,
2025/2/14 12:48,47,59,1.44,14.5,79.9,62.8,0.659,29.3,27.8,,
2025/2/14 12:48,47,58,1.44,14.6,80.9,58.2,0.659,29.3,27.8,,
2025/2/14 12:48,45,56,1.38,14.2,72.5,68.1,0.659,29.3,27.8,,
2025/2/14 12:48,45,55,1.4,14.7,71,61.6,0.659,29.3,27.8,,
2025/2/14 12:48,45,56,1.43,15,77.6,58.7,0.659,29.3,27.8,,
2025/2/14 12:48,46,56,1.42,14.7,71.4,65.4,0.659,29.3,27.9,,
2025/2/14 12:48,44,54,1.43,14.8,67.8,67,0.659,29.3,27.8,,
2025/2/14 12:48,43,52,1.45,14.7,66.7,67.5,0.659,29.3,27.8,,
2025/2/14 12:48,43,51,1.41,14.3,67.8,67.7,0.659,29.3,27.8,,
2025/2/14 12:48,44,52,1.41,14.3,73.4,64.8,0.659,29.3,27.8,,
2025/2/14 12:48,44,53,1.41,14.3,74.5,66,0.659,29.3,27.8,,
2025/2/14 12:48,43,52,1.41,15,66.9,74.6,0.659,29.3,27.8,,
2025/2/14 12:48,45,53,1.38,14.3,59.3,84.5,0.659,29.3,27.8,,
2025/2/14 12:48,44,52,1.38,13.9,58.1,71.5,0.659,29.3,27.8,,
2025/2/14 12:48,43,52,1.38,14.5,65.6,71.5,0.659,29.4,27.7,,
2025/2/14 12:48,42,50,1.42,14.6,55.7,83,0.659,29.4,27.7,,
2025/2/14 12:49,43,51,1.43,14.5,56.8,79.9,0.66,29.4,27.8,,
2025/2/14 12:49,43,51,1.41,14.6,65.3,73.9,0.663,29.4,27.7,,
2025/2/14 12:49,43,52,1.43,15,67.3,72.4,0.663,29.4,27.7,,
2025/2/14 12:49,43,53,1.48,15.3,65.3,69.6,0.663,29.4,27.7,,
2025/2/14 12:49,43,51,1.44,15,63.1,70.8,0.663,29.4,27.7,,
2025/2/14 12:49,43,52,1.51,15.7,61.1,76.1,0.659,29.4,27.6,,
2025/2/14 12:49,43,53,1.44,14.9,58.1,71.7,0.663,29.4,27.6,,
2025/2/14 12:49,43,53,1.44,14.6,62.4,76.2,0.663,29.4,27.6,,
2025/2/14 12:49,43,54,1.42,14.4,59.9,82.5,0.663,29.4,27.5,,
2025/2/14 12:49,43,53,1.39,14.8,72.1,70.4,0.663,29.4,27.5,,
2025/2/14 12:49,42,52,1.37,14.5,63.5,73.6,0.663,29.4,27.5,,
2025/2/14 12:49,43,52,1.37,14.3,54,82.5,0.663,29.4,27.5,,
2025/2/14 12:49,42,50,1.35,14.2,61.4,79.7,0.662,29.4,27.5,,
2025/2/14 12:49,43,51,1.31,14.2,63,77.5,0.659,29.4,27.5,,
2025/2/14 12:49,42,51,1.31,14.4,57.6,79.4,0.663,29.4,27.5,,
2025/2/14 12:49,42,50,1.41,14.6,62.9,72.1,0.663,29.4,27.5,,
2025/2/14 12:49,43,52,1.44,14.6,69.7,69.6,0.663,29.5,27.5,,
2025/2/14 12:49,42,51,1.44,14.8,59.3,77.6,0.66,29.5,27.5,,
2025/2/14 12:49,43,51,1.35,14.3,62.9,73.9,0.662,29.5,27.5,,
2025/2/14 12:49,42,51,1.42,14.8,65.2,74.9,0.663,29.5,27.5,,
2025/2/14 12:50,41,49,1.43,14.9,58.9,76.9,0.663,29.5,27.5,,
2025/2/14 12:50,41,49,1.42,14.7,54.5,83.3,0.663,29.5,27.4,,
2025/2/14 12:50,43,51,1.42,14.5,59.9,78.7,0.663,29.5,27.4,,
2025/2/14 12:50,42,51,1.37,14.3,61.5,73.8,0.663,29.5,27.4,,
2025/2/14 12:50,42,51,1.37,14.6,65.7,70.2,0.663,29.5,27.4,,
2025/2/14 12:50,42,51,1.24,13.3,68.8,71.5,0.663,29.5,27.4,,
2025/2/14 12:50,40,50,1.3,13.9,64.9,68.9,0.663,29.5,27.4,,
2025/2/14 12:50,41,49,1.35,14.1,54.4,81.8,0.663,29.5,27.3,,
2025/2/14 12:50,41,49,1.35,14.3,66.2,71,0.663,29.5,27.4,,
2025/2/14 12:50,43,51,1.38,14.3,67.4,70.3,0.663,29.6,27.4,,
2025/2/14 12:50,43,51,1.42,14.8,64.6,74.9,0.663,29.5,27.3,,
2025/2/14 12:50,43,53,1.44,15,58.4,80.4,0.663,29.6,27.3,,
2025/2/14 12:50,43,52,1.43,14.7,54.8,86.2,0.663,29.6,27.3,,
2025/2/14 12:50,43,52,1.4,14.8,54.5,87.1,0.663,29.6,27.3,,
2025/2/14 12:50,41,50,1.3,14.2,57.6,77.6,0.663,29.6,27.3,,
2025/2/14 12:50,42,51,1.37,13.9,66.2,65.4,0.663,29.6,27.3,,
2025/2/14 12:50,41,50,1.37,13.8,67.5,73.8,0.663,29.6,27.3,,
2025/2/14 12:50,42,52,1.4,15,61,77,0.663,29.6,27.2,,
2025/2/14 12:50,42,51,1.34,14.3,62.9,74.8,0.663,29.6,27.3,,
2025/2/14 12:51,42,50,1.39,14.2,60.6,79.8,0.663,29.6,27.2,,
2025/2/14 12:51,41,50,1.44,14.4,60.3,75.4,0.663,29.6,27.2,,
2025/2/14 12:51,43,51,1.44,14.9,61.7,75.2,0.663,29.6,27.1,,
2025/2/14 12:51,42,51,1.43,15,63.5,76.6,0.664,29.6,27.1,,
2025/2/14 12:51,42,52,1.39,14.6,62.1,80.1,0.666,29.6,27.1,,
2025/2/14 12:51,42,52,1.37,14.7,63.7,76.7,0.666,29.6,27.1,,
2025/2/14 12:51,41,49,1.4,14.8,68.1,68.6,0.663,29.6,27.2,,
2025/2/14 12:51,41,49,1.47,14.7,67.8,68,0.666,29.6,27.1,,
2025/2/14 12:51,42,51,1.37,15.2,69.4,77.2,0.666,29.6,27.1,,
2025/2/14 12:51,42,50,1.37,15.1,68.6,76.7,0.666,29.6,27.2,,
2025/2/14 12:51,43,51,1.37,14.6,61.1,79.4,0.666,29.7,27.1,,
2025/2/14 12:51,44,53,1.37,14.3,74.1,68.4,0.666,29.7,27.2,,
2025/2/14 12:51,46,56,1.36,14.6,68,75.4,0.666,29.7,27.2,,
2025/2/14 12:51,46,57,1.35,14.6,66,72.3,0.666,29.7,27.2,,
2025/2/14 12:51,47,59,1.37,14.6,67.7,70,0.666,29.7,27.2,,
2025/2/14 12:51,47,60,1.37,14.6,67.2,69.8,0.666,29.7,27.2,,
2025/2/14 12:51,46,58,1.44,14.7,66.7,66.2,0.666,29.7,27.2,,
2025/2/14 12:51,46,57,1.44,14.2,68,66.3,0.666,29.7,27.2,,
2025/2/14 12:51,46,57,1.47,14.8,64.3,70.3,0.666,29.7,27.2,,
2025/2/14 12:51,47,56,1.4,14.9,61.8,72.7,0.666,29.7,27.2,,
2025/2/14 12:52,45,54,1.42,15,64.2,70.8,0.668,29.7,27.1,,
2025/2/14 12:52,45,56,1.39,14.1,67.8,73.8,0.667,29.7,27.2,,
2025/2/14 12:52,44,56,1.39,14.6,61,82.3,0.669,29.7,27.2,,
2025/2/14 12:52,45,56,1.42,14.8,58.1,82.8,0.669,29.7,27.2,,
2025/2/14 12:52,44,55,1.39,14.3,61.9,77.2,0.669,29.7,27.2,,
2025/2/14 12:52,45,54,1.37,14.3,63.1,75.5,0.669,29.7,27.2,,
2025/2/14 12:52,45,56,1.37,14.5,63.1,74.4,0.669,29.8,27.1,,
2025/2/14 12:52,46,56,1.37,14.6,59.4,72.1,0.669,29.8,27.2,,
2025/2/14 12:52,47,56,1.33,14.4,51.4,88.3,0.669,29.8,27.1,,
2025/2/14 12:52,46,56,1.35,14.3,49.1,91.1,0.669,29.8,27.1,,
2025/2/14 12:52,47,56,1.37,14.4,55.6,83.5,0.669,29.8,27.1,,
2025/2/14 12:52,46,54,1.43,14.7,53.6,78.3,0.669,29.8,27,,
2025/2/14 12:52,45,54,1.47,15.1,61.1,73.1,0.669,29.8,26.9,,
2025/2/14 12:52,44,53,1.43,15.1,58.7,79.8,0.669,29.8,26.9,,
2025/2/14 12:52,44,54,1.38,14.7,57.4,83.1,0.669,29.8,26.9,,
2025/2/14 12:52,44,54,1.4,14.6,59.7,82.5,0.669,29.8,26.9,,
2025/2/14 12:52,46,57,1.4,14.7,62.1,79.7,0.669,29.8,26.9,,
2025/2/14 12:52,47,58,1.4,15.4,63.1,77.2,0.669,29.8,26.9,,
2025/2/14 12:52,49,59,1.4,14,67,73.5,0.669,29.8,26.8,,
2025/2/14 12:53,52,62,1.37,14,52.8,83.2,0.669,29.8,26.8,,
2025/2/14 12:53,61,68,1.41,14.9,60.7,80.6,0.669,29.8,26.8,,
