,pm2d5(μg/m3),pm10(μg/m3),co(mg/m3),so2(μg/m3),no2(μg/m3),o3(μg/m3),voc(ppm),温度(℃),湿度(%),风向,风速(10m/s)
2025/2/12 14:28,0,0,3,28.2,115,79.6,0.397,23.7,24.4,,
2025/2/12 14:28,0,0,2.94,28,114.7,80.5,0.397,23.6,24.4,,
2025/2/12 14:28,0,0,2.87,27.5,119.4,80.7,0.397,23.7,24.4,,
2025/2/12 14:28,0,0,2.91,27.5,122.1,77,0.392,23.7,24.4,,
2025/2/12 14:28,0,0,2.96,27.9,126.1,73.6,0.389,23.7,24.5,,
2025/2/12 14:28,0,0,2.98,28.2,127.8,78.3,0.392,23.7,24.5,,
2025/2/12 14:28,0,0,2.92,27.9,126.6,80.8,0.397,23.7,24.5,,
2025/2/12 14:28,0,0,2.86,27.3,123.8,79.1,0.397,23.7,24.4,,
2025/2/12 14:28,0,0,2.82,26.7,117.5,82.3,0.389,23.6,24.5,,
2025/2/12 14:28,0,0,2.85,26.9,116.9,85.2,0.381,23.6,24.4,,
2025/2/12 14:28,0,0,2.79,26.5,121.5,74,0.373,23.6,24.4,,
2025/2/12 14:28,0,0,2.65,25.4,117,74.5,0.373,23.6,24.5,,
2025/2/12 14:28,0,0,2.61,25.2,99.5,82.7,0.368,23.7,24.5,,
2025/2/12 14:28,0,0,2.51,24.7,100.5,86.9,0.365,23.6,24.4,,
2025/2/12 14:28,0,0,2.43,23.8,96.8,85.4,0.365,23.6,24.5,,
2025/2/12 14:29,0,0,2.3139999999999996,22.515000000000004,68.44,95.10000000000001,0.35580000000000006,23.65,24.45499999999999,,
2025/2/12 14:29,0,0,2.4,23.4,91.1,84.9,0.368,23.6,24.5,,
2025/2/12 14:29,0,0,2.42,23.6,89.4,88.3,0.373,23.6,24.5,,
2025/2/12 14:29,0,0,2.5,24.3,88.8,89.3,0.37,23.6,24.4,,
2025/2/12 14:29,0,0,2.51,24.1,88.7,86,0.365,23.7,24.5,,
2025/2/12 14:29,0,0,2.53,24.1,83.5,87.5,0.365,23.6,24.5,,
2025/2/12 14:29,0,0,2.47,23.9,74,93.7,0.365,23.6,24.5,,
2025/2/12 14:29,0,0,2.44,23.4,79.3,88,0.365,23.7,24.5,,
2025/2/12 14:29,0,0,2.38,23.2,68.3,95.9,0.36,23.6,24.5,,
2025/2/12 14:29,0,0,2.36,23.2,63.4,99.1,0.357,23.7,24.5,,
2025/2/12 14:29,0,0,2.23,22.2,62.1,96.4,0.357,23.7,24.5,,
2025/2/12 14:29,0,0,2.14,21.4,63.6,97.3,0.354,23.6,24.4,,
2025/2/12 14:29,0,0,2.16,21.2,60,99.9,0.349,23.7,24.4,,
2025/2/12 14:29,0,0,2.23,21.6,62.6,96.9,0.349,23.7,24.4,,
2025/2/12 14:29,0,0,2.21,21.5,63,98,0.349,23.7,24.4,,
2025/2/12 14:29,0,0,2.17,21.3,59.7,101.5,0.349,23.6,24.4,,
2025/2/12 14:29,0,0,2.29,22.1,56.1,99.4,0.349,23.6,24.5,,
2025/2/12 14:29,0,0,2.26,21.8,55.8,100.8,0.349,23.6,24.4,,
2025/2/12 14:29,0,0,2.23,21.6,55.9,94.3,0.341,23.7,24.5,,
2025/2/12 14:29,0,0,2.18,21.3,48.1,102.4,0.341,23.7,24.4,,
2025/2/12 14:29,0,0,2.17,21.1,55.4,102.4,0.341,23.7,24.4,,
2025/2/12 14:30,1.9,1.9,2.8160000000000003,26.244999999999997,76.425,91.44,0.3787500000000001,23.664999999999996,24.365000000000002,,
2025/2/12 14:30,1,1,2.21,21.5,48.1,105.6,0.341,23.6,24.4,,
2025/2/12 14:30,2,2,2.2,21.7,59.3,99.5,0.344,23.7,24.4,,
2025/2/12 14:30,3,3,2.22,21.7,67.2,90.8,0.352,23.6,24.4,,
2025/2/12 14:30,4,4,2.37,22.6,76.7,83.2,0.36,23.7,24.4,,
2025/2/12 14:30,4,4,2.62,24.8,75,93,0.381,23.7,24.4,,
2025/2/12 14:30,4,4,2.76,25.5,77,91.6,0.397,23.7,24.4,,
2025/2/12 14:30,3,3,3.17,28.5,77.2,94.4,0.406,23.6,24.4,,
2025/2/12 14:30,3,3,3.23,29.2,80,87.5,0.406,23.7,24.4,,
2025/2/12 14:30,3,3,3.23,29.2,91.4,74.3,0.4,23.6,24.3,,
2025/2/12 14:30,3,3,3.21,29.1,76.3,90.1,0.392,23.6,24.3,,
2025/2/12 14:30,3,3,3.07,28,77.1,91.2,0.386,23.7,24.3,,
2025/2/12 14:30,1,1,2.96,27.7,83.2,92.5,0.378,23.7,24.4,,
2025/2/12 14:30,0,0,2.88,27,81,94.8,0.373,23.7,24.4,,
2025/2/12 14:30,0,0,2.85,26.8,80.1,89.6,0.37,23.6,24.3,,
2025/2/12 14:30,0,0,2.82,26.8,83.4,85.1,0.365,23.7,24.3,,
2025/2/12 14:30,0,0,2.88,26.9,82.7,92.5,0.389,23.7,24.4,,
2025/2/12 14:30,0,0,3,27.8,74.1,99.9,0.397,23.7,24.4,,
2025/2/12 14:30,0,0,3.03,27.5,74.1,100.4,0.389,23.7,24.3,,
2025/2/12 14:30,0,0,3.09,28.5,86.4,86.2,0.384,23.7,24.3,,
2025/2/12 14:31,2.05,2.05,2.7765,26.15,88.57999999999998,88.55000000000001,0.3664500000000001,23.699999999999992,24.300000000000008,,
2025/2/12 14:31,0,0,3.03,27.7,82.8,90.1,0.376,23.7,24.3,,
2025/2/12 14:31,0,0,2.94,27.4,84,90.4,0.368,23.7,24.3,,
2025/2/12 14:31,0,0,2.81,26.5,79.9,89.1,0.365,23.7,24.3,,
2025/2/12 14:31,0,0,2.73,26.2,83.4,92.3,0.362,23.7,24.3,,
2025/2/12 14:31,0,0,2.63,25.5,82.8,93.3,0.357,23.7,24.3,,
2025/2/12 14:31,0,0,2.51,24.5,75,95.8,0.354,23.7,24.3,,
2025/2/12 14:31,0,0,2.46,24,72,94.8,0.349,23.7,24.3,,
2025/2/12 14:31,0,0,2.44,23.7,74.1,96.4,0.349,23.7,24.3,,
2025/2/12 14:31,0,0,2.44,24,79.5,98.2,0.357,23.7,24.3,,
2025/2/12 14:31,0,0,2.68,25.1,84.2,86.4,0.365,23.7,24.3,,
2025/2/12 14:31,0,0,2.71,25.5,84.6,81.5,0.37,23.7,24.3,,
2025/2/12 14:31,0,0,2.76,25.8,80.7,93.4,0.373,23.7,24.3,,
2025/2/12 14:31,0,0,2.81,26.2,111.1,73.2,0.373,23.7,24.3,,
2025/2/12 14:31,0,0,2.88,26.7,101.3,80.9,0.373,23.7,24.3,,
2025/2/12 14:31,0,0,2.91,26.9,100,85,0.373,23.7,24.3,,
2025/2/12 14:31,11,11,2.91,27,99.1,86.9,0.373,23.7,24.3,,
2025/2/12 14:31,12,12,2.94,27.3,98.1,85.7,0.373,23.7,24.3,,
2025/2/12 14:31,12,12,3,27.9,97.8,84.8,0.373,23.7,24.3,,
2025/2/12 14:31,5,5,3,27.7,98.6,86.5,0.373,23.7,24.3,,
2025/2/12 14:31,1,1,2.94,27.4,102.6,86.3,0.373,23.7,24.3,,
2025/2/12 14:32,0.8,0.8,2.7504999999999997,25.955000000000002,87.205,83.86999999999999,0.36775000000000013,23.699999999999992,24.244999999999997,,
2025/2/12 14:32,0,0,2.88,27.1,104.3,81,0.373,23.7,24.3,,
2025/2/12 14:32,0,0,2.9,27.2,97.8,84.7,0.373,23.7,24.3,,
2025/2/12 14:32,0,0,2.85,26.6,100.2,80.1,0.373,23.7,24.3,,
2025/2/12 14:32,0,0,2.88,27,103.7,80.6,0.373,23.7,24.2,,
2025/2/12 14:32,0,0,2.85,26.8,95.6,83.9,0.373,23.7,24.2,,
2025/2/12 14:32,0,0,2.81,26.4,97.6,82.9,0.373,23.7,24.2,,
2025/2/12 14:32,0,0,2.79,26.3,89,88.9,0.37,23.7,24.3,,
2025/2/12 14:32,0,0,2.76,26.3,82.7,89.5,0.365,23.7,24.3,,
2025/2/12 14:32,1,1,2.71,25.9,80.8,90.5,0.365,23.7,24.3,,
2025/2/12 14:32,4,4,2.65,25.3,80.9,89.8,0.365,23.7,24.2,,
2025/2/12 14:32,4,4,2.65,25,83.9,82.9,0.373,23.7,24.2,,
2025/2/12 14:32,4,4,2.68,24.9,81.4,79.6,0.373,23.7,24.2,,
2025/2/12 14:32,2,2,2.7,26,77.5,89.8,0.373,23.7,24.2,,
2025/2/12 14:32,1,1,2.74,25.9,88,80.7,0.373,23.7,24.3,,
2025/2/12 14:32,0,0,2.82,26.3,74.5,85.8,0.37,23.7,24.2,,
2025/2/12 14:32,0,0,2.79,26.2,80.3,79.7,0.365,23.7,24.2,,
2025/2/12 14:32,0,0,2.69,25.4,83.7,80.9,0.362,23.7,24.3,,
2025/2/12 14:32,0,0,2.68,25.1,74.8,87.6,0.357,23.7,24.3,,
2025/2/12 14:32,0,0,2.62,24.8,76.6,84.1,0.357,23.7,24.2,,
2025/2/12 14:32,0,0,2.56,24.6,90.8,74.4,0.349,23.7,24.2,,
2025/2/12 14:33,2.2,2.2,2.239,21.945,75.9,84.445,0.3436500000000001,23.699999999999992,24.199999999999992,,
2025/2/12 14:33,0,0,2.35,22.7,86.2,81.2,0.349,23.7,24.2,,
2025/2/12 14:33,0,0,2.47,23.9,70.1,96.9,0.349,23.7,24.2,,
2025/2/12 14:33,0,0,2.43,23.9,78.5,84.9,0.349,23.7,24.2,,
2025/2/12 14:33,0,0,2.33,23.2,83.4,86.8,0.349,23.7,24.2,,
2025/2/12 14:33,0,0,2.29,22.7,73.2,90.9,0.349,23.7,24.2,,
2025/2/12 14:33,0,0,2.27,22.4,68.7,91.6,0.349,23.7,24.2,,
2025/2/12 14:33,0,0,2.26,22.2,69.3,87.2,0.346,23.7,24.2,,
2025/2/12 14:33,0,0,2.27,22.1,67.2,88.3,0.341,23.7,24.2,,
2025/2/12 14:33,0,0,2.25,21.7,68.2,89,0.341,23.7,24.2,,
2025/2/12 14:33,0,0,2.18,21.3,71.8,88.7,0.341,23.7,24.2,,
2025/2/12 14:33,0,0,2.18,21.5,68.5,89.4,0.341,23.7,24.2,,
2025/2/12 14:33,0,0,2.2,21.5,71.4,83.1,0.341,23.7,24.2,,
2025/2/12 14:33,0,0,2.18,21.3,74.9,91.4,0.341,23.7,24.2,,
2025/2/12 14:33,0,0,2.18,21.3,71,80.6,0.341,23.7,24.2,,
2025/2/12 14:33,0,0,2.16,21,68.7,88,0.341,23.7,24.2,,
2025/2/12 14:33,0,0,2.17,21,77.4,79.1,0.341,23.7,24.2,,
2025/2/12 14:33,0,0,2.17,21.4,84.1,71.2,0.341,23.7,24.2,,
2025/2/12 14:33,0,0,2.16,21.4,88.1,70.8,0.341,23.7,24.2,,
2025/2/12 14:33,22,22,2.16,21.3,88.4,73.1,0.341,23.7,24.2,,
2025/2/12 14:33,22,22,2.12,21.1,88.9,76.7,0.341,23.7,24.2,,
2025/2/12 14:34,1.55,1.55,2.3070000000000004,22.450000000000003,92.275,79.32000000000002,0.34675000000000017,23.714999999999993,24.214999999999996,,
2025/2/12 14:34,22,22,2.15,21.4,87.3,77,0.341,23.7,24.2,,
2025/2/12 14:34,8,8,2.2,21.5,84.2,81.1,0.341,23.7,24.2,,
2025/2/12 14:34,1,1,2.24,22,89,75.7,0.341,23.8,24.2,,
2025/2/12 14:34,0,0,2.27,22.2,81.3,77.7,0.346,23.8,24.2,,
2025/2/12 14:34,0,0,2.27,22,77.7,96,0.344,23.7,24.2,,
2025/2/12 14:34,0,0,2.28,22.1,93.7,81.5,0.341,23.7,24.2,,
2025/2/12 14:34,0,0,2.3,22.3,94.7,84.9,0.341,23.7,24.2,,
2025/2/12 14:34,0,0,2.33,22.3,93.2,81.9,0.341,23.7,24.2,,
2025/2/12 14:34,0,0,2.35,22.6,93.2,79.7,0.341,23.7,24.2,,
2025/2/12 14:34,0,0,2.34,22.7,94.8,79.9,0.341,23.7,24.2,,
2025/2/12 14:34,0,0,2.32,22.9,92.7,81.8,0.349,23.8,24.2,,
2025/2/12 14:34,0,0,2.26,22.5,85.5,93.9,0.349,23.7,24.2,,
2025/2/12 14:34,0,0,2.35,22.8,91,74.9,0.349,23.7,24.2,,
2025/2/12 14:34,0,0,2.35,22.3,83.1,83.9,0.349,23.7,24.2,,
2025/2/12 14:34,0,0,2.35,22.8,92,77.2,0.349,23.7,24.2,,
2025/2/12 14:34,0,0,2.37,22.6,103.8,68.9,0.349,23.7,24.2,,
2025/2/12 14:34,0,0,2.34,22.7,98.4,72.8,0.352,23.7,24.2,,
2025/2/12 14:34,0,0,2.34,23,100.3,72.9,0.357,23.7,24.3,,
2025/2/12 14:34,0,0,2.37,23.2,104.4,73.2,0.357,23.7,24.3,,
2025/2/12 14:34,0,0,2.36,23.1,105.2,71.5,0.357,23.7,24.3,,
2025/2/12 14:35,0,0,2.3754999999999997,23.139999999999997,103.55499999999999,80.805,0.3574000000000001,23.724999999999998,24.265000000000008,,
2025/2/12 14:35,0,0,2.38,23.1,102.3,71.6,0.357,23.7,24.2,,
2025/2/12 14:35,0,0,2.35,22.9,95.6,74.3,0.357,23.7,24.2,,
2025/2/12 14:35,0,0,2.32,22.8,95.3,75.7,0.357,23.7,24.2,,
2025/2/12 14:35,0,0,2.35,22.8,98.4,73.2,0.357,23.7,24.2,,
2025/2/12 14:35,0,0,2.32,22.8,106.5,70.8,0.357,23.7,24.2,,
2025/2/12 14:35,0,0,2.34,22.9,95.3,79.3,0.357,23.8,24.3,,
2025/2/12 14:35,0,0,2.35,22.8,106.1,72.3,0.357,23.7,24.3,,
2025/2/12 14:35,0,0,2.33,22.5,100.2,80.6,0.357,23.7,24.3,,
2025/2/12 14:35,0,0,2.33,22.9,99.2,86.4,0.357,23.7,24.2,,
2025/2/12 14:35,0,0,2.36,23,106.3,83.6,0.357,23.8,24.3,,
2025/2/12 14:35,0,0,2.38,23.1,102.5,83.9,0.357,23.7,24.2,,
2025/2/12 14:35,0,0,2.38,23.2,94.8,86.2,0.357,23.7,24.3,,
2025/2/12 14:35,0,0,2.32,22.8,89.1,92,0.357,23.7,24.3,,
2025/2/12 14:35,0,0,2.32,22.9,98.9,93.3,0.357,23.7,24.3,,
2025/2/12 14:35,0,0,2.38,23,107.1,85.5,0.357,23.8,24.3,,
2025/2/12 14:35,0,0,2.44,23.5,113.4,74.9,0.357,23.7,24.3,,
2025/2/12 14:35,0,0,2.47,24.2,116.8,83.1,0.357,23.7,24.3,,
2025/2/12 14:35,0,0,2.49,24.2,110,90.4,0.357,23.8,24.3,,
2025/2/12 14:35,0,0,2.47,23.9,113.5,85,0.36,23.8,24.3,,
2025/2/12 14:35,0,0,2.43,23.5,119.8,74,0.362,23.7,24.3,,
2025/2/12 14:36,0,0,2.4795000000000007,23.979999999999997,118.505,85.775,0.3512500000000001,23.755000000000003,24.214999999999996,,
2025/2/12 14:36,0,0,2.51,24,126.6,68.8,0.357,23.8,24.3,,
2025/2/12 14:36,0,0,2.59,24.6,122.8,77.5,0.357,23.8,24.2,,
2025/2/12 14:36,0,0,2.56,24.6,112.1,88.8,0.357,23.7,24.2,,
2025/2/12 14:36,0,0,2.5,24,117.4,86.1,0.357,23.7,24.3,,
2025/2/12 14:36,0,0,2.47,24.1,121,85.4,0.357,23.7,24.2,,
2025/2/12 14:36,0,0,2.47,24,124.3,79.3,0.357,23.7,24.2,,
2025/2/12 14:36,0,0,2.49,23.9,125.5,85.8,0.357,23.8,24.3,,
2025/2/12 14:36,0,0,2.48,24,125.8,86.4,0.357,23.8,24.2,,
2025/2/12 14:36,0,0,2.47,23.9,126,84.5,0.357,23.7,24.2,,
2025/2/12 14:36,0,0,2.48,24,121.9,84.3,0.354,23.7,24.2,,
2025/2/12 14:36,0,0,2.49,24.2,120.6,87.3,0.349,23.8,24.2,,
2025/2/12 14:36,0,0,2.48,24,118.1,87.3,0.349,23.8,24.2,,
2025/2/12 14:36,0,0,2.5,23.9,114.1,85.8,0.349,23.8,24.2,,
2025/2/12 14:36,0,0,2.47,23.7,113.3,88.9,0.349,23.7,24.2,,
2025/2/12 14:36,0,0,2.44,23.8,110.9,93,0.341,23.7,24.2,,
2025/2/12 14:36,0,0,2.38,23.4,119.4,87.9,0.346,23.8,24.2,,
2025/2/12 14:36,0,0,2.46,24.4,126.1,86.6,0.349,23.7,24.2,,
2025/2/12 14:36,0,0,2.48,23.9,109.4,92.6,0.344,23.8,24.2,,
2025/2/12 14:36,0,0,2.45,23.6,110.5,86.5,0.341,23.8,24.2,,
2025/2/12 14:36,0,0,2.42,23.6,104.3,92.7,0.341,23.8,24.2,,
2025/2/12 14:37,0,0,2.45,23.9,116.43499999999999,83.27000000000001,0.34485000000000016,23.78000000000001,24.165,,
2025/2/12 14:37,0,0,2.39,23.3,107.5,90.8,0.341,23.7,24.2,,
2025/2/12 14:37,0,0,2.43,23.5,112.6,85.7,0.341,23.8,24.2,,
2025/2/12 14:37,0,0,2.47,23.9,108.2,88.4,0.341,23.8,24.2,,
2025/2/12 14:37,0,0,2.44,23.7,101.4,94.3,0.341,23.8,24.2,,
2025/2/12 14:37,0,0,2.44,23.9,109.8,84.7,0.341,23.7,24.1,,
2025/2/12 14:37,0,0,2.44,23.7,113.1,87.2,0.341,23.8,24.1,,
2025/2/12 14:37,0,0,2.41,23.6,114.8,78.6,0.341,23.8,24.2,,
2025/2/12 14:37,0,0,2.41,23.6,98.9,91.1,0.341,23.7,24.1,,
2025/2/12 14:37,0,0,2.41,23.8,108,89,0.341,23.8,24.1,,
2025/2/12 14:37,0,0,2.43,23.6,107.8,81.7,0.341,23.8,24.2,,
2025/2/12 14:37,0,0,2.43,23.6,107.8,81.7,0.341,23.7,24.2,,
2025/2/12 14:37,0,0,2.41,23.7,113.8,83.1,0.341,23.8,24.1,,
2025/2/12 14:37,0,0,2.39,23.7,115.2,85.3,0.341,23.8,24.2,,
2025/2/12 14:37,0,0,2.35,23.1,111.8,88.3,0.349,23.8,24.1,,
2025/2/12 14:37,0,0,2.44,23.7,117.1,85.1,0.349,23.8,24.1,,
2025/2/12 14:37,0,0,2.47,24.3,129.9,84.5,0.349,23.8,24.2,,
2025/2/12 14:37,0,0,2.53,24.5,131.8,75.3,0.349,23.8,24.2,,
2025/2/12 14:37,0,0,2.51,24.7,138.5,70,0.354,23.8,24.2,,
2025/2/12 14:37,0,0,2.54,24.6,143.8,66.9,0.357,23.8,24.2,,
2025/2/12 14:37,0,0,2.66,25.5,136.9,73.7,0.357,23.8,24.2,,
2025/2/12 14:38,0,0,2.7190000000000003,25.885,111.31500000000001,84.07000000000001,0.3583500000000001,23.800000000000008,24.150000000000002,,
2025/2/12 14:38,0,0,2.68,25.7,134.2,75.4,0.36,23.8,24.2,,
2025/2/12 14:38,0,0,2.65,25.6,140.9,72.3,0.365,23.8,24.1,,
2025/2/12 14:38,0,0,2.7,26.1,138.7,72.7,0.365,23.8,24.2,,
2025/2/12 14:38,0,0,2.67,25.9,131.6,72.9,0.365,23.8,24.1,,
2025/2/12 14:38,0,0,2.65,25.6,122.6,78.5,0.365,23.8,24.2,,
2025/2/12 14:38,0,0,2.71,25.8,120.1,80,0.365,23.8,24.1,,
2025/2/12 14:38,0,0,2.77,26.1,117.8,92.6,0.365,23.8,24.2,,
2025/2/12 14:38,0,0,2.8,26.8,113.9,89.6,0.365,23.8,24.2,,
2025/2/12 14:38,0,0,2.8,26.6,105.2,90.3,0.365,23.8,24.1,,
2025/2/12 14:38,0,0,2.78,26.1,101,93.1,0.365,23.8,24.2,,
2025/2/12 14:38,0,0,2.8,26.3,108.6,83.2,0.362,23.8,24.2,,
2025/2/12 14:38,0,0,2.81,26.4,111.9,78.2,0.357,23.8,24.1,,
2025/2/12 14:38,0,0,2.76,26.1,104.9,83.7,0.357,23.8,24.2,,
2025/2/12 14:38,0,0,2.74,25.9,100.4,85.2,0.357,23.8,24.2,,
2025/2/12 14:38,0,0,2.74,26.1,99.6,86.4,0.349,23.8,24.2,,
2025/2/12 14:38,0,0,2.71,26.1,98.4,89,0.349,23.8,24.1,,
2025/2/12 14:38,0,0,2.65,25.2,94.7,93,0.349,23.8,24.1,,
2025/2/12 14:38,0,0,2.71,25.3,90.6,86.2,0.349,23.8,24.1,,
2025/2/12 14:38,0,0,2.65,25.4,97.7,92,0.349,23.8,24.1,,
2025/2/12 14:38,0,0,2.6,24.6,93.5,87.1,0.344,23.8,24.1,,
2025/2/12 14:39,0.45,0.45,2.9854999999999996,27.790000000000003,130.20000000000005,82.92500000000001,0.36060000000000014,23.800000000000008,24.080000000000005,,
2025/2/12 14:39,0,0,2.51,23.9,103.7,76.6,0.341,23.8,24.1,,
2025/2/12 14:39,0,0,2.51,23.7,94.3,81.8,0.341,23.8,24.1,,
2025/2/12 14:39,0,0,2.55,24,91.2,85.5,0.341,23.8,24.1,,
2025/2/12 14:39,0,0,2.57,24.2,86.4,92.2,0.341,23.8,24.1,,
2025/2/12 14:39,0,0,2.51,24,83.7,93.9,0.341,23.8,24.1,,
2025/2/12 14:39,0,0,2.5,24.1,91.3,90.9,0.341,23.8,24.1,,
2025/2/12 14:39,0,0,2.5,24,93.7,89.4,0.341,23.8,24.1,,
2025/2/12 14:39,0,0,2.47,23.5,102.7,83.5,0.341,23.8,24.1,,
2025/2/12 14:39,0,0,2.65,24.9,111.2,81,0.352,23.8,24.1,,
2025/2/12 14:39,0,0,2.81,26.8,115.6,87.8,0.357,23.8,24.1,,
2025/2/12 14:39,0,0,3.04,28.1,124.5,91,0.362,23.8,24.1,,
2025/2/12 14:39,1,1,3.18,29,143,75.8,0.376,23.8,24.1,,
2025/2/12 14:39,1,1,3.29,30.3,154.4,74.9,0.384,23.8,24,,
2025/2/12 14:39,1,1,3.5,32,166,76.9,0.389,23.8,24.1,,
2025/2/12 14:39,1,1,3.63,32.7,175.5,75.2,0.386,23.8,24.1,,
2025/2/12 14:39,1,1,3.61,32.6,173.2,80,0.381,23.8,24,,
2025/2/12 14:39,1,1,3.53,32.5,164,88.2,0.373,23.8,24.1,,
2025/2/12 14:39,1,1,3.47,31.7,172.8,80.5,0.373,23.8,24,,
2025/2/12 14:39,1,1,3.44,31.9,181.3,74,0.373,23.8,24.1,,
2025/2/12 14:39,1,1,3.44,31.9,175.5,79.4,0.378,23.8,24,,
2025/2/12 14:40,0.05,0.05,3.213499999999999,29.964999999999996,135.23,83.58,0.3642000000000002,23.800000000000008,24.009999999999998,,
2025/2/12 14:40,1,1,3.4,31.7,174.5,74.7,0.381,23.8,24.1,,
2025/2/12 14:40,0,0,3.46,32,165.3,86.5,0.386,23.8,24.1,,
2025/2/12 14:40,0,0,3.56,32.6,163.4,79.8,0.389,23.8,24,,
2025/2/12 14:40,0,0,3.55,32.7,163.2,75.3,0.386,23.8,24.1,,
2025/2/12 14:40,0,0,3.47,31.9,148.1,79.4,0.373,23.8,24,,
2025/2/12 14:40,0,0,3.41,31.3,141.6,80.3,0.373,23.8,24,,
2025/2/12 14:40,0,0,3.33,30.9,137.5,88.5,0.373,23.8,24,,
2025/2/12 14:40,0,0,3.24,29.9,142.4,84.9,0.373,23.8,24,,
2025/2/12 14:40,0,0,3.3,30.7,139.1,81,0.373,23.8,24,,
2025/2/12 14:40,0,0,3.32,30.9,144.5,70,0.368,23.8,24,,
2025/2/12 14:40,0,0,3.23,29.9,129,79.9,0.36,23.8,24,,
2025/2/12 14:40,0,0,3.12,29.1,118.1,89.1,0.352,23.8,24,,
2025/2/12 14:40,0,0,3.06,28.8,112.2,91,0.349,23.8,24,,
2025/2/12 14:40,0,0,2.95,28,109.8,90.3,0.349,23.8,24,,
2025/2/12 14:40,0,0,2.89,27.5,108.6,91.9,0.349,23.8,24,,
2025/2/12 14:40,0,0,2.97,28.1,108.6,91.5,0.349,23.8,24,,
2025/2/12 14:40,0,0,2.91,27.7,110.2,86.5,0.341,23.8,24,,
2025/2/12 14:40,0,0,2.8,26.9,113.6,88.2,0.341,23.8,23.9,,
2025/2/12 14:40,0,0,2.82,26.4,117.8,85.5,0.341,23.8,24,,
2025/2/12 14:41,2,2,2.65,25.17,85.015,91.53999999999999,0.33304999999999996,23.800000000000008,23.92499999999999,,
2025/2/12 14:41,0,0,2.82,27.2,92.2,102.7,0.341,23.8,24,,
2025/2/12 14:41,0,0,2.77,26,93.2,92.5,0.341,23.8,24,,
2025/2/12 14:41,0,0,2.74,26,91.7,97.3,0.335,23.8,24,,
2025/2/12 14:41,0,0,2.69,25.8,98.8,90.6,0.332,23.8,24,,
2025/2/12 14:41,0,0,2.62,25.3,96.4,85.1,0.332,23.8,23.9,,
2025/2/12 14:41,0,0,2.66,25.2,93.4,86.1,0.332,23.8,23.9,,
2025/2/12 14:41,0,0,2.62,24.7,90.7,89.8,0.332,23.8,23.9,,
2025/2/12 14:41,0,0,2.65,25,85.7,92.2,0.332,23.8,23.9,,
2025/2/12 14:41,0,0,2.62,24.9,85.8,94.7,0.332,23.8,23.9,,
2025/2/12 14:41,7,7,2.59,24.8,82.4,98.1,0.332,23.8,24,,
2025/2/12 14:41,12,12,2.56,24.3,73,102.8,0.332,23.8,23.9,,
2025/2/12 14:41,12,12,2.58,24.5,85.9,80.7,0.332,23.8,23.9,,
2025/2/12 14:41,8,8,2.61,24.7,80.1,87.8,0.332,23.8,23.9,,
2025/2/12 14:41,1,1,2.62,24.7,78.7,89.4,0.332,23.8,23.9,,
2025/2/12 14:41,0,0,2.62,25.1,80.4,92.1,0.332,23.8,23.9,,
2025/2/12 14:41,0,0,2.64,25.3,83.6,90.7,0.332,23.8,23.9,,
2025/2/12 14:41,0,0,2.67,25.1,85.3,83.1,0.332,23.8,23.9,,
2025/2/12 14:41,0,0,2.65,25.1,80,85.3,0.332,23.8,23.9,,
2025/2/12 14:41,0,0,2.68,25.3,69.4,97.7,0.332,23.8,23.9,,
2025/2/12 14:41,0,0,2.59,24.4,73.6,92.1,0.332,23.8,23.9,,
2025/2/12 14:42,0,0,2.7765000000000004,26.059999999999995,101.385,84.91000000000001,0.34535000000000016,23.805000000000007,23.884999999999994,,
2025/2/12 14:42,0,0,2.59,24.3,71,97.6,0.332,23.9,23.9,,
2025/2/12 14:42,0,0,2.54,24.2,72.1,94.3,0.332,23.8,23.9,,
2025/2/12 14:42,0,0,2.52,24.3,87.4,84.1,0.327,23.8,23.9,,
2025/2/12 14:42,0,0,2.53,24.4,80.1,90.3,0.324,23.8,23.9,,
2025/2/12 14:42,0,0,2.6,24.6,78.1,91.7,0.327,23.8,23.9,,
2025/2/12 14:42,0,0,2.57,24.3,82.3,89.4,0.335,23.8,23.9,,
2025/2/12 14:42,0,0,2.47,23.7,86.5,84.2,0.341,23.8,23.9,,
2025/2/12 14:42,0,0,2.62,24.7,93.1,75.9,0.349,23.8,23.9,,
2025/2/12 14:42,0,0,2.65,25.1,93.9,75,0.349,23.8,23.9,,
2025/2/12 14:42,0,0,2.8,25.9,85.8,86.3,0.349,23.8,23.8,,
2025/2/12 14:42,0,0,2.78,26,95.5,85.4,0.349,23.8,23.9,,
2025/2/12 14:42,0,0,2.8,26.5,105.4,81.4,0.349,23.8,23.9,,
2025/2/12 14:42,0,0,2.88,26.7,123.9,70.9,0.354,23.8,23.9,,
2025/2/12 14:42,0,0,2.95,27.3,122.5,77.1,0.357,23.8,23.9,,
2025/2/12 14:42,0,0,3.02,28.3,132.7,79.9,0.357,23.8,23.9,,
2025/2/12 14:42,0,0,3.11,28.9,135.8,84,0.357,23.8,23.8,,
2025/2/12 14:42,0,0,3.12,28.8,134.9,86.2,0.357,23.8,23.9,,
2025/2/12 14:42,0,0,3.18,29.3,138.2,82.7,0.365,23.8,23.9,,
2025/2/12 14:42,0,0,3.27,29.8,137.8,84.6,0.365,23.8,23.8,,
